Date,Open,High,Low,Close,Volume
2024-02-28,505.3299865722656,506.8599853515625,504.9599914550781,506.260009765625,56506600
2024-02-29,508.07000732421875,509.739990234375,505.3500061035156,508.0799865722656,83924800
2024-03-01,508.9800109863281,513.2899780273438,508.55999755859375,512.8499755859375,76844800
2024-03-04,512.030029296875,514.2000122070312,512.0,512.2999877929688,49799300
2024-03-05,510.239990234375,510.70001220703125,504.9100036621094,507.17999267578125,72855600
2024-03-06,510.54998779296875,512.0700073242188,508.4200134277344,509.75,68382400
2024-03-07,513.1400146484375,515.8900146484375,509.80999755859375,514.8099975585938,58652100
2024-03-08,515.4600219726562,518.219970703125,511.1300048828125,511.7200012207031,86532500
2024-03-11,510.4800109863281,511.8800048828125,508.5,511.2799987792969,62557200
2024-03-12,513.4500122070312,517.3800048828125,510.8599853515625,516.780029296875,73114400
2024-03-13,517.1099853515625,517.2899780273438,514.489990234375,515.969970703125,55104100
2024-03-14,516.969970703125,517.1300048828125,511.82000732421875,514.9500122070312,110171800
2024-03-15,510.2099914550781,511.70001220703125,508.1199951171875,509.8299865722656,107646300
2024-03-18,514.0,515.47998046875,512.4400024414062,512.8599853515625,88893300
2024-03-19,512.1500244140625,516.0,511.1199951171875,515.7100219726562,60755300
2024-03-20,515.77001953125,520.6199951171875,515.0800170898438,520.47998046875,69594600
2024-03-21,523.3900146484375,524.1099853515625,521.9099731445312,522.2000122070312,60256100
2024-03-22,522.1099853515625,522.6099853515625,520.969970703125,521.2100219726562,79070800
2024-03-25,519.7999877929688,520.9500122070312,519.6099853515625,519.77001953125,48512100
2024-03-26,521.22998046875,521.5800170898438,518.4000244140625,518.8099975585938,65463700
2024-03-27,521.7100219726562,523.2100219726562,519.489990234375,523.1699829101562,82999800
2024-03-28,523.2100219726562,524.6099853515625,522.780029296875,523.0700073242188,96294900
2024-04-01,523.8300170898438,524.3800048828125,520.969970703125,522.1599731445312,62477500
2024-04-02,518.239990234375,518.97998046875,516.47998046875,518.8400268554688,74230300
2024-04-03,517.719970703125,520.9500122070312,517.6699829101562,519.4099731445312,59155800
2024-04-04,523.52001953125,523.8699951171875,512.760009765625,513.0700073242188,96858100
2024-04-05,514.4600219726562,520.4400024414062,514.010009765625,518.4299926757812,74546500
2024-04-08,519.1500244140625,520.1799926757812,517.8900146484375,518.719970703125,48401800
2024-04-09,520.5,520.75,514.3499755859375,519.3200073242188,68049200
2024-04-10,513.47998046875,516.1599731445312,512.0900268554688,514.1199951171875,82652800
2024-04-11,515.6799926757812,519.47998046875,512.0800170898438,518.0,70099000
2024-04-12,514.3699951171875,515.8200073242188,509.0799865722656,510.8500061035156,92561100
2024-04-15,515.1300048828125,515.2999877929688,503.5799865722656,504.45001220703125,92101400
2024-04-16,504.94000244140625,506.5,502.2099914550781,503.5299987792969,73484000
2024-04-17,506.04998779296875,506.2200012207031,499.1199951171875,500.54998779296875,75910300
2024-04-18,501.9800109863281,504.1300048828125,498.55999755859375,499.5199890136719,74548100
2024-04-19,499.44000244140625,500.4599914550781,493.8599853515625,495.1600036621094,102212600
2024-04-22,497.8299865722656,502.3800048828125,495.42999267578125,499.7200012207031,67961000
2024-04-23,501.7799987792969,506.0899963378906,499.5299987792969,505.6499938964844,64633600
2024-04-24,506.55999755859375,507.3699951171875,503.1300048828125,505.4100036621094,55928100
2024-04-25,499.17999267578125,504.2699890136719,497.489990234375,503.489990234375,69122400
2024-04-26,506.3500061035156,509.8800048828125,505.70001220703125,508.260009765625,64306100
2024-04-29,510.0899963378906,510.75,507.25,510.05999755859375,46415400
2024-04-30,508.55999755859375,509.55999755859375,501.9800109863281,501.9800109863281,77483600
2024-05-01,501.3800048828125,508.19000244140625,499.8699951171875,500.3500061035156,80242800
2024-05-02,504.1499938964844,505.8900146484375,499.54998779296875,505.0299987792969,62550200
2024-05-03,511.1600036621094,512.5499877929688,508.55999755859375,511.2900085449219,72756700
2024-05-06,513.75,516.6099853515625,513.2999877929688,516.5700073242188,47264700
2024-05-07,517.5599975585938,518.5700073242188,516.4500122070312,517.1400146484375,52561300
2024-05-08,515.260009765625,517.739990234375,515.1400146484375,517.1900024414062,42047200
2024-05-09,517.3800048828125,520.2100219726562,516.7100219726562,520.1699829101562,43643700
2024-05-10,521.8099975585938,522.6400146484375,519.5900268554688,520.8400268554688,52233200
2024-05-13,522.5599975585938,522.6699829101562,519.739990234375,520.9099731445312,36716400
2024-05-14,521.1099853515625,523.8300170898438,520.5599975585938,523.2999877929688,57535900
2024-05-15,525.8300170898438,530.0800170898438,525.1799926757812,529.780029296875,59504900
2024-05-16,529.8800048828125,531.52001953125,528.5399780273438,528.6900024414062,50244800
2024-05-17,528.8099975585938,529.52001953125,527.3200073242188,529.4500122070312,59187600
2024-05-20,529.5700073242188,531.5599975585938,529.1699829101562,530.0599975585938,37764200
2024-05-21,529.280029296875,531.52001953125,529.0700073242188,531.3599853515625,33437000
2024-05-22,530.6500244140625,531.3800048828125,527.5999755859375,529.8300170898438,48390000
2024-05-23,532.9600219726562,533.0700073242188,524.719970703125,525.9600219726562,57211200
2024-05-24,527.8499755859375,530.27001953125,526.8800048828125,529.4400024414062,41291100
2024-05-28,530.27001953125,530.510009765625,527.1099853515625,529.8099975585938,36269600
2024-05-29,525.6799926757812,527.3099975585938,525.3699951171875,526.0999755859375,45190300
2024-05-30,524.52001953125,525.2000122070312,521.3300170898438,522.6099853515625,46377600
2024-05-31,523.5900268554688,527.5,518.3599853515625,527.3699951171875,90785800
2024-06-03,529.02001953125,529.3099975585938,522.5999755859375,527.7999877929688,46835700
2024-06-04,526.4600219726562,529.1500244140625,524.9600219726562,528.3900146484375,34632700
2024-06-05,530.77001953125,534.6900024414062,528.72998046875,534.6699829101562,47610400
2024-06-06,534.97998046875,535.4199829101562,532.6799926757812,534.6599731445312,30808500
2024-06-07,533.6599731445312,536.8900146484375,532.5399780273438,534.010009765625,43224500
2024-06-10,533.1799926757812,535.989990234375,532.5700073242188,535.6599731445312,35686100
2024-06-11,534.0700073242188,537.010009765625,532.0499877929688,536.9500122070312,36383400
2024-06-12,541.6300048828125,544.1199951171875,540.2999877929688,541.3599853515625,63251300
2024-06-13,543.1500244140625,543.3300170898438,539.5900268554688,542.4500122070312,44760900
2024-06-14,540.8800048828125,542.8099975585938,539.8499755859375,542.780029296875,40089900
2024-06-17,542.0800170898438,548.530029296875,541.6099853515625,547.0999755859375,55839500
2024-06-18,547.1599731445312,548.6199951171875,546.72998046875,548.489990234375,41376400
2024-06-20,549.4400024414062,550.1199951171875,545.1799926757812,547.0,70328200
2024-06-21,544.4000244140625,545.6500244140625,543.02001953125,544.510009765625,64338600
2024-06-24,544.3300170898438,546.9500122070312,542.6199951171875,542.739990234375,45528700
2024-06-25,543.989990234375,545.2000122070312,542.4400024414062,544.8300170898438,37936200
2024-06-26,543.6900024414062,546.239990234375,543.030029296875,545.510009765625,38550600
2024-06-27,545.3699951171875,546.9600219726562,544.6099853515625,546.3699951171875,35041500
2024-06-28,547.1599731445312,550.280029296875,542.9500122070312,544.219970703125,76144500
2024-07-01,545.6300048828125,545.8800048828125,542.52001953125,545.3400268554688,40297800
2024-07-02,543.7000122070312,549.010009765625,543.6500244140625,549.010009765625,40434800
2024-07-03,548.6900024414062,551.8300170898438,548.6500244140625,551.4600219726562,32789900
2024-07-05,551.77001953125,555.0499877929688,551.1199951171875,554.6400146484375,41488400
2024-07-08,555.4400024414062,556.25,554.1900024414062,555.280029296875,36110500
2024-07-09,556.260009765625,557.1799926757812,555.52001953125,555.8200073242188,27289700
2024-07-10,557.0700073242188,561.6699829101562,556.77001953125,561.3200073242188,38701200
2024-07-11,561.4400024414062,562.3300170898438,555.8300170898438,556.47998046875,53054200
2024-07-12,557.6300048828125,563.6699829101562,557.1500244140625,559.989990234375,53084400
2024-07-15,562.030029296875,564.8400268554688,559.6300048828125,561.530029296875,40584300
2024-07-16,562.8699951171875,565.1599731445312,562.0999755859375,564.8599853515625,36475300
2024-07-17,558.7999877929688,560.510009765625,556.6099853515625,556.9400024414062,57119000
2024-07-18,558.510009765625,559.52001953125,550.4299926757812,552.6599731445312,56270400
2024-07-19,552.4199829101562,554.0800170898438,547.9099731445312,548.989990234375,65509100
2024-07-22,553.0,555.27001953125,551.02001953125,554.6500244140625,43346700
2024-07-23,554.5399780273438,556.739990234375,553.280029296875,553.780029296875,34439600
2024-07-24,548.8599853515625,549.1699829101562,540.2899780273438,541.22998046875,74515300
2024-07-25,541.3499755859375,547.4600219726562,537.4500122070312,538.4099731445312,61158300
2024-07-26,542.280029296875,547.1900024414062,541.489990234375,544.4400024414062,53763800
2024-07-29,546.02001953125,547.0499877929688,542.719970703125,544.760009765625,39515800
2024-07-30,546.260009765625,547.3400268554688,538.52001953125,542.0,46853600
2024-07-31,548.97998046875,553.5,547.5800170898438,550.8099975585938,65663400
2024-08-01,552.5700073242188,554.8699951171875,539.4299926757812,543.010009765625,76428700
2024-08-02,535.75,536.989990234375,528.5999755859375,532.9000244140625,82789100
2024-08-05,511.6400146484375,523.5800170898438,510.2699890136719,517.3800048828125,146267400
2024-08-06,519.219970703125,529.75,517.8699951171875,522.1500244140625,84826300
2024-08-07,528.469970703125,531.5900268554688,518.0499877929688,518.6599731445312,70698300
2024-08-08,523.9099731445312,531.2899780273438,521.8400268554688,530.6500244140625,63276600
2024-08-09,529.8099975585938,534.510009765625,528.5599975585938,532.989990234375,45619600
2024-08-12,534.2100219726562,535.72998046875,530.9500122070312,533.27001953125,42542100
2024-08-13,536.530029296875,542.280029296875,536.280029296875,542.0399780273438,52333100
2024-08-14,542.8499755859375,544.9600219726562,540.1199951171875,543.75,42446900
2024-08-15,549.5,553.3599853515625,548.8800048828125,553.0700073242188,60846800
2024-08-16,551.4199829101562,555.02001953125,551.260009765625,554.3099975585938,44430700
2024-08-19,554.72998046875,559.6099853515625,553.8599853515625,559.6099853515625,39121800
2024-08-20,559.1500244140625,560.8400268554688,557.3300170898438,558.7000122070312,33732300
2024-08-21,559.77001953125,562.1099853515625,554.72998046875,560.6199951171875,41514600
2024-08-22,562.5599975585938,563.1799926757812,554.97998046875,556.219970703125,56121500
2024-08-23,559.530029296875,563.0900268554688,557.2899780273438,562.1300048828125,50639400
2024-08-26,563.1799926757812,563.9099731445312,559.0499877929688,560.7899780273438,35788600
2024-08-27,559.489990234375,562.0599975585938,558.3200073242188,561.5599975585938,32693900
2024-08-28,561.2100219726562,561.6500244140625,555.0399780273438,558.2999877929688,41066000
2024-08-29,560.3099975585938,563.6799926757812,557.1799926757812,558.3499755859375,38715200
2024-08-30,560.77001953125,564.2000122070312,557.1400146484375,563.6799926757812,62700100
2024-09-03,560.469970703125,560.8099975585938,549.510009765625,552.0800170898438,60600100
2024-09-04,550.2000122070312,554.4299926757812,549.4600219726562,550.9500122070312,47224900
2024-09-05,550.8900146484375,553.7999877929688,547.0999755859375,549.6099853515625,44264300
2024-09-06,549.9400024414062,551.5999755859375,539.4400024414062,540.3599853515625,68493800
2024-09-09,544.6500244140625,547.7100219726562,542.6799926757812,546.4099731445312,40445800
2024-09-10,548.3599853515625,549.1500244140625,543.3800048828125,548.7899780273438,36394600
2024-09-11,548.7000122070312,555.3599853515625,539.9600219726562,554.4199829101562,75248600
2024-09-12,555.010009765625,559.4000244140625,552.739990234375,559.0900268554688,51819600
2024-09-13,559.7100219726562,563.030029296875,559.4500122070312,562.010009765625,39310500
2024-09-16,561.739990234375,563.1099853515625,559.9000244140625,562.8400268554688,36656100
2024-09-17,565.0999755859375,566.5800170898438,560.7899780273438,563.0700073242188,49321000
2024-09-18,563.739990234375,568.6900024414062,560.8300170898438,561.4000244140625,59044900
2024-09-19,571.010009765625,572.8800048828125,568.0800170898438,570.97998046875,75315500
2024-09-20,567.8400268554688,569.3099975585938,565.1699829101562,568.25,77503100
2024-09-23,569.3400268554688,570.3300170898438,568.0999755859375,569.6699829101562,44116900
2024-09-24,570.47998046875,571.3599853515625,567.5999755859375,571.2999877929688,46805700
2024-09-25,571.1400146484375,571.8900146484375,568.9099731445312,570.0399780273438,38428600
2024-09-26,574.3800048828125,574.7100219726562,569.9000244140625,572.2999877929688,48336000
2024-09-27,573.3900146484375,574.219970703125,570.4199829101562,571.469970703125,42100900
2024-09-30,570.4199829101562,574.3800048828125,568.0800170898438,573.760009765625,63557400
2024-10-01,573.4000244140625,574.0599975585938,566.0,568.6199951171875,72668800
2024-10-02,567.7100219726562,569.9000244140625,565.27001953125,568.8599853515625,38097800
2024-10-03,567.3599853515625,569.7999877929688,565.489990234375,567.8200073242188,40846500
2024-10-04,572.3499755859375,573.3599853515625,568.0999755859375,572.97998046875,42939100
2024-10-07,571.2999877929688,571.9600219726562,566.6300048828125,567.7999877929688,49964700
2024-10-08,570.4199829101562,573.780029296875,569.530029296875,573.1699829101562,37398700
2024-10-09,573.1599731445312,577.7100219726562,572.5499877929688,577.1400146484375,37912200
2024-10-10,575.77001953125,577.5800170898438,574.489990234375,576.1300048828125,44138100
2024-10-11,576.0499877929688,580.3300170898438,575.9099731445312,579.5800170898438,42268000
2024-10-14,581.219970703125,585.27001953125,580.72998046875,584.3200073242188,36217200
2024-10-15,584.5900268554688,584.9000244140625,578.5399780273438,579.780029296875,54203600
2024-10-16,579.780029296875,582.8300170898438,578.9600219726562,582.2999877929688,30725400
2024-10-17,585.9099731445312,586.1199951171875,582.1599731445312,582.3499755859375,34393700
2024-10-18,584.0700073242188,585.3900146484375,582.5800170898438,584.5900268554688,37416800
2024-10-21,583.8499755859375,584.8499755859375,580.5999755859375,583.6300048828125,36439000
2024-10-22,581.0499877929688,584.5,580.3800048828125,583.3200073242188,34183800
2024-10-23,581.260009765625,581.7100219726562,574.4199829101562,577.989990234375,49314600
2024-10-24,579.97998046875,580.0599975585938,576.5700073242188,579.239990234375,34979900
2024-10-25,581.510009765625,584.4600219726562,578.0800170898438,579.0399780273438,47268200
2024-10-28,582.5800170898438,582.7100219726562,580.52001953125,580.8300170898438,30174700
2024-10-29,579.8499755859375,582.9099731445312,578.4299926757812,581.77001953125,42899700
2024-10-30,581.2899780273438,583.3200073242188,579.2899780273438,580.010009765625,41435800
2024-10-31,575.5599975585938,575.6300048828125,568.4400024414062,568.6400146484375,60182500
2024-11-01,571.3200073242188,575.5499877929688,570.6199951171875,571.0399780273438,45667500
2024-11-04,571.1799926757812,572.5,567.8900146484375,569.8099975585938,38217000
2024-11-05,570.739990234375,576.739990234375,570.52001953125,576.7000122070312,39478300
2024-11-06,589.2000122070312,591.9299926757812,585.3900146484375,591.0399780273438,68182000
2024-11-07,593.0800170898438,596.6500244140625,593.0,595.6099853515625,47233200
2024-11-08,596.1699829101562,599.6400146484375,596.1699829101562,598.1900024414062,46444900
2024-11-11,599.8099975585938,600.1699829101562,597.0,598.760009765625,37586800
2024-11-12,598.6799926757812,599.2899780273438,594.3699951171875,596.9000244140625,43006100
2024-11-13,597.3699951171875,599.22998046875,594.9600219726562,597.1900024414062,47388600
2024-11-14,597.3200073242188,597.8099975585938,592.6500244140625,593.3499755859375,38904100
2024-11-15,589.719970703125,590.2000122070312,583.8599853515625,585.75,75988800
2024-11-18,586.219970703125,589.489990234375,585.3400268554688,588.1500244140625,37001700
2024-11-19,584.7100219726562,591.0399780273438,584.030029296875,590.2999877929688,49412000
2024-11-20,590.3800048828125,590.7899780273438,584.6300048828125,590.5,50032600
2024-11-21,593.4000244140625,595.1199951171875,587.4500122070312,593.6699829101562,46750300
2024-11-22,593.6599731445312,596.1500244140625,593.1500244140625,595.510009765625,38226400
2024-11-25,599.52001953125,600.8599853515625,595.2000122070312,597.530029296875,42441400
2024-11-26,598.7999877929688,601.3300170898438,598.0700073242188,600.6500244140625,45621300
2024-11-27,600.4600219726562,600.8499755859375,597.280029296875,598.8300170898438,34000200
2024-11-29,599.6599731445312,603.3499755859375,599.3800048828125,602.5499877929688,30177400
2024-12-02,602.969970703125,604.3200073242188,602.469970703125,603.6300048828125,31746000
2024-12-03,603.3900146484375,604.1599731445312,602.3400268554688,603.9099731445312,26906600
2024-12-04,605.6300048828125,607.9099731445312,604.9500122070312,607.6599731445312,42787600
2024-12-05,607.6599731445312,608.47998046875,606.2999877929688,606.6599731445312,28762200
2024-12-06,607.4400024414062,609.0700073242188,607.02001953125,607.8099975585938,31241500
2024-12-09,607.6900024414062,607.8599853515625,604.0800170898438,604.6799926757812,34742700
2024-12-10,605.3699951171875,605.7999877929688,602.1300048828125,602.7999877929688,37234500
2024-12-11,605.780029296875,608.4299926757812,605.5,607.4600219726562,28677700
2024-12-12,606.5800170898438,607.1599731445312,604.3300170898438,604.3300170898438,31543800
2024-12-13,606.4000244140625,607.1300048828125,602.8099975585938,604.2100219726562,35904700
2024-12-16,606.0,607.780029296875,605.2100219726562,606.7899780273438,43695200
2024-12-17,604.1900024414062,605.1699829101562,602.8900146484375,604.2899780273438,55773500
2024-12-18,603.97998046875,606.4099731445312,585.8900146484375,586.280029296875,108248700
2024-12-19,591.3599853515625,593.0,585.8499755859375,586.0999755859375,85919500
2024-12-20,581.77001953125,595.75,580.9099731445312,591.1500244140625,125716700
2024-12-23,590.8900146484375,595.2999877929688,587.6599731445312,594.6900024414062,57635800
2024-12-24,596.0599975585938,601.3400268554688,595.469970703125,601.2999877929688,33160100
2024-12-26,599.5,602.47998046875,598.0800170898438,601.3400268554688,41219100
2024-12-27,597.5399780273438,597.780029296875,590.760009765625,595.010009765625,64969300
2024-12-30,587.8900146484375,591.739990234375,584.4099731445312,588.219970703125,56578800
2024-12-31,589.9099731445312,590.6400146484375,584.4199829101562,586.0800170898438,57052700
