Date,strategy_value,benchmark_value
2022-02-04,10000.0,9967.907234182514
2022-02-07,10000.0,10049.921777879103
2022-02-08,10000.0,10197.0135078537
2022-02-09,10000.0,10013.817586367735
2022-02-10,9802.812789888803,9816.357911125904
2022-02-11,9770.764307338877,9784.26514530842
2022-02-14,9770.764307338877,9942.054690599918
2022-02-15,9770.764307338877,9953.197993171732
2022-02-16,9770.764307338877,9740.583589664204
2022-02-17,9770.764307338877,9677.512796366347
2022-02-18,9665.907903355226,9573.657134781044
2022-02-22,9665.907903355226,9403.833312407902
2022-02-23,9811.37129339326,9545.352710963378
2022-02-24,10027.849418849339,9755.961401623967
2022-02-25,10027.849418849339,9731.000512684415
2022-02-28,9875.122540979115,9582.79472450592
2022-03-01,10056.787393919005,9759.081852808016
2022-03-02,10056.787393919005,9710.496536693661
2022-03-03,10056.787393919005,9631.602444181126
2022-03-04,10056.787393919005,9347.670632160698
2022-03-07,9980.539841733882,9276.799391035926
2022-03-08,10248.126295027765,9525.51798605482
2022-03-09,10248.126295027765,9482.505001359585
2022-03-10,10248.126295027765,9361.93438591656
2022-03-11,10248.126295027765,9293.514344893647
2022-03-14,10248.126295027765,9497.882813319347
2022-03-15,10248.126295027765,9708.49082384672
2022-03-16,10376.339907885627,9829.953093932787
2022-03-17,10376.339907885627,9906.841473598384
2022-03-18,10376.339907885627,9903.944786241611
2022-03-21,10376.339907885627,10019.834724908558
2022-03-22,10376.339907885627,9890.79509068964
2022-03-23,10376.339907885627,10039.892533511184
2022-03-24,10376.339907885627,10088.923336880456
2022-03-25,10376.339907885627,10160.68623264827
2022-03-28,10376.339907885627,10286.38233198907
2022-03-29,10376.339907885627,10222.866051436298
2022-03-30,10376.339907885627,10065.522673532927
2022-03-31,10405.747626389051,10094.049500911446
2022-04-01,10405.747626389051,10180.52095755683
2022-04-04,10405.747626389051,10051.927490726042
2022-04-05,10405.747626389051,9951.414683885643
2022-04-06,10458.181857185959,10001.559545458811
2022-04-07,10458.181857185959,9974.816027366382
2022-04-08,10458.181857185959,9804.323634044258
2022-04-11,10458.181857185959,9767.996358838825
2022-04-12,10577.965463936089,9879.874871811891
2022-04-13,10577.965463936089,9756.853056267011
2022-04-14,10582.314481206957,9760.864481960894
2022-04-18,10582.314481206957,9918.430943558327
2022-04-19,10574.46722127112,9911.075982986331
2022-04-20,10574.46722127112,9762.870194807834
2022-04-21,10284.312948948842,9494.985445829361
2022-04-22,10343.937080552712,9550.033387739455
2022-04-25,10044.368122710865,9273.456536291023
2022-04-26,10072.61070592286,9299.53148343447
2022-04-27,10327.039267059135,9534.432492085629
2022-04-28,10327.039267059135,9182.081319175499
2022-04-29,10389.20230307503,9237.352344779656
2022-05-02,10436.82684573563,9279.69675852591
2022-05-03,10436.82684573563,9562.290748515166
2022-05-04,10065.872642819679,9222.420020074811
2022-05-05,10005.790194686737,9167.372078164715
2022-05-06,10005.790194686737,8873.857869297712
2022-05-09,10005.790194686737,8894.361165155251
2022-05-10,10005.790194686737,8753.064170160624
2022-05-11,9995.344846189933,8743.92658043575
2022-05-12,9995.344846189933,8952.97504550431
2022-05-13,9995.344846189933,8916.647770298881
2022-05-16,9995.344846189933,9100.06677547891
2022-05-17,9995.344846189933,8733.22876511885
