Date,strategy_value,benchmark_value
2022-02-04,10000.0,9967.907234182514
2022-02-07,10000.0,10049.921777879103
2022-02-08,10000.0,10197.0135078537
2022-02-09,10000.0,10013.817586367735
2022-02-10,10000.0,9816.357911125904
2022-02-11,10000.0,9784.26514530842
2022-02-14,10000.0,9942.054690599918
2022-02-15,10000.0,9953.197993171732
2022-02-16,10000.0,9740.583589664204
2022-02-17,10000.0,9677.512796366347
2022-02-18,10000.0,9573.657134781044
2022-02-22,10000.0,9403.833312407902
2022-02-23,10150.491181472506,9545.352710963378
2022-02-24,10374.451649149767,9755.961401623967
2022-02-25,10374.451649149767,9731.000512684415
2022-02-28,10216.445924910238,9582.79472450592
2022-03-01,10404.389835359489,9759.081852808016
2022-03-02,10352.591871498526,9710.496536693661
2022-03-03,10352.591871498526,9631.602444181126
2022-03-04,10352.591871498526,9347.670632160698
2022-03-07,10352.591871498526,9276.799391035926
2022-03-08,10630.153344647468,9525.51798605482
2022-03-09,10630.153344647468,9482.505001359585
2022-03-10,10630.153344647468,9361.93438591656
2022-03-11,10630.153344647468,9293.514344893647
2022-03-14,10630.153344647468,9497.882813319347
2022-03-15,10630.153344647468,9708.49082384672
2022-03-16,10630.153344647468,9829.953093932787
2022-03-17,10630.153344647468,9906.841473598384
2022-03-18,10630.153344647468,9903.944786241611
2022-03-21,10630.153344647468,10019.834724908558
2022-03-22,10630.153344647468,9890.79509068964
2022-03-23,10630.153344647468,10039.892533511184
2022-03-24,10630.153344647468,10088.923336880456
2022-03-25,10630.153344647468,10160.68623264827
2022-03-28,10630.153344647468,10286.38233198907
2022-03-29,10630.153344647468,10222.866051436298
2022-03-30,10630.153344647468,10065.522673532927
2022-03-31,10660.280399079256,10094.049500911446
2022-04-01,10660.280399079256,10180.52095755683
2022-04-04,10660.280399079256,10051.927490726042
2022-04-05,10660.280399079256,9951.414683885643
2022-04-06,10713.997212409184,10001.559545458811
2022-04-07,10685.348682448433,9974.816027366382
2022-04-08,10685.348682448433,9804.323634044258
2022-04-11,10685.348682448433,9767.996358838825
2022-04-12,10807.73416226173,9879.874871811891
2022-04-13,10807.73416226173,9756.853056267011
2022-04-14,10812.177646473403,9760.864481960894
2022-04-18,10812.177646473403,9918.430943558327
2022-04-19,10812.177646473403,9911.075982986331
2022-04-20,10812.177646473403,9762.870194807834
2022-04-21,10812.177646473403,9494.985445829361
2022-04-22,10874.862116123235,9550.033387739455
2022-04-25,10559.91713091778,9273.456536291023
2022-04-26,10589.609326050233,9299.53148343447
2022-04-27,10857.096985653514,9534.432492085629
2022-04-28,10857.096985653514,9182.081319175499
2022-04-29,10922.450674498297,9237.352344779656
2022-05-02,10972.519650241697,9279.69675852591
2022-05-03,10972.519650241697,9562.290748515166
2022-05-04,10582.525417224588,9222.420020074811
2022-05-05,10519.359106954462,9167.372078164715
2022-05-06,10519.359106954462,8873.857869297712
2022-05-09,10519.359106954462,8894.361165155251
2022-05-10,10519.359106954462,8753.064170160624
2022-05-11,10519.359106954462,8743.92658043575
2022-05-12,10519.359106954462,8952.97504550431
2022-05-13,10519.359106954462,8916.647770298881
2022-05-16,10519.359106954462,9100.06677547891
2022-05-17,10519.359106954462,8733.22876511885
2022-05-18,10519.359106954462,8679.74104880078
