Date,strategy_value,benchmark_value
2022-01-13,10000.0,10004.090208208416
2022-01-14,10000.0,9826.921650570479
2022-01-18,10000.0,9724.88324084816
2022-01-19,10000.0,9617.247565797266
2022-01-20,10000.0,9428.454828262169
2022-01-21,10042.467357068963,9468.494984042209
2022-01-24,9919.85913334902,9352.894374150514
2022-01-25,9894.972236446216,9329.429875824144
2022-01-26,9846.111224647568,9283.361491563468
2022-01-27,10090.643433972313,9513.91758053082
2022-01-28,9908.90017502421,9685.273391264152
2022-01-31,9975.85387900425,9750.716065642784
2022-02-01,10072.760149005133,9845.435328296364
2022-02-02,10309.520114363691,9614.018626936944
2022-02-03,10261.042606820929,9659.225741849525
2022-02-04,10293.973130563325,9628.226614878386
2022-02-07,10209.275762370238,9707.446314046398
2022-02-08,10059.851710435807,9849.52553650478
2022-02-09,10240.583431805602,9672.572460442872
2022-02-10,10442.514639488476,9481.841702635556
2022-02-11,10476.65450886823,9450.842575664417
2022-02-14,10307.69889221437,9603.255059431856
2022-02-15,10296.145766512527,9614.018626936944
2022-02-16,10516.086020094886,9408.649574992154
2022-02-17,10584.178232596374,9347.728071974
2022-02-18,10697.763908566314,9247.411543991846
2022-02-22,10887.527875692107,9083.37488032725
2022-02-23,10723.68018235933,9220.071662077064
2022-02-24,10487.072870858357,9423.50335070566
2022-02-25,10513.90432810325,9399.393064607224
2022-02-28,10674.033954625076,9256.237748180742
2022-03-01,10477.672157533889,9426.517464945977
2022-03-02,10529.834955386626,9379.58781133721
2022-03-03,10615.385861045552,9303.382226409514
2022-03-04,10928.318808630365,9029.126079649744
2022-03-07,10845.46356609431,8960.66994798682
2022-03-08,11136.23933333728,9200.912853535136
2022-03-09,11085.953050459168,9159.365640634938
2022-03-10,10944.994497642727,9042.90376139515
2022-03-11,10865.004941889074,8976.815299244456
2022-03-14,11103.9311798016,9174.219416348442
2022-03-15,11350.152037731264,9377.650448021015
2022-03-16,11492.153019896134,9494.9735966089
2022-03-17,11582.04287146768,9569.2418182204
2022-03-18,11578.656367581372,9566.443842512137
2022-03-21,11714.142762674037,9678.38455039145
2022-03-22,11563.283118899084,9553.742254734832
2022-03-23,11737.59225459963,9697.758840509407
2022-03-24,11794.913941653855,9745.11880031421
2022-03-25,11878.811613538333,9814.436201325225
2022-03-28,12025.762346041844,9935.8489011655
2022-03-29,11951.505754134232,9874.49709195131
2022-03-30,11767.556333597431,9722.51557133593
2022-03-31,11800.906916481537,9750.07027787072
2022-04-01,11902.00029934167,9833.595009867153
2022-04-04,11751.662267811234,9709.38367736259
2022-04-05,11634.153206920386,9612.296088240755
2022-04-06,11692.77733430468,9660.732142013658
2022-04-07,11661.511610117428,9634.89997417506
2022-04-08,11462.189736038952,9470.217522738398
2022-04-11,11419.719685422499,9435.128187558843
2022-04-12,11550.516341158165,9543.19416880577
2022-04-13,11406.69210155932,9424.364620053753
2022-04-14,11411.381840916316,9428.23934668614
2022-04-18,11595.592067575377,9580.436348877547
2022-04-19,11586.993416946936,9573.332026428816
2022-04-20,11413.726710594814,9430.176710002333
2022-04-21,11100.543880774676,9171.420783684156
2022-04-22,11164.900176864392,9224.592833437537
2022-04-25,10841.555449963482,8957.441009126498
2022-04-26,10872.039550924568,8982.627389193034
2022-04-27,11146.661241399697,9209.523576148003
2022-04-28,10734.72910325731,8869.17962419356
2022-04-29,10799.346205469286,8922.567155522973
2022-05-02,10848.850865121232,8963.468580651108
2022-05-03,11179.230201057635,9236.432494910725
2022-05-04,10781.888893230756,8908.143686005504
2022-05-05,10717.53259714104,8854.971636252121
2022-05-06,10374.38648346372,8571.459636063442
2022-05-09,10398.35679249322,8591.264232377434
2022-05-10,10233.167124525016,8454.782275247624
2022-05-11,10243.849838709695,8445.956071058728
2022-05-12,9998.941436806304,8647.880702567169
2022-05-13,10039.512788283517,8612.791367387612
2022-05-16,9832.996001307481,8789.959925025552
2022-05-17,10229.379541999497,8435.622809749675
2022-05-18,10292.03061478917,8383.95781711645
2022-05-19,10287.53776971764,8387.617719128832
2022-05-20,10095.057115487727,8544.550717300719
2022-05-23,10172.120528019403,8479.32352449812
2022-05-24,10082.250819606325,8554.237533881686
2022-05-25,9880.79349493103,8725.163038418985
2022-05-26,9638.228503981094,8939.358294552672
2022-05-27,9692.308445709095,8889.199702083582
2022-05-31,9770.70496639921,8817.299149984308
2022-06-01,9584.63675592955,8985.211197237317
2022-06-02,9741.935248883192,8837.750191026387
2022-06-03,9712.273294365617,8864.65910978911
2022-06-06,9619.11100077023,8949.690898905703
2022-06-07,9723.691452653775,8852.388485163863
2022-06-08,9954.94890670493,8641.853131042559
2022-06-09,10243.599141842884,8391.27696418519
