Date,strategy_value,benchmark_value
2022-01-26,9950.620364937784,9950.620364937784
2022-01-27,10197.74810161203,10197.74810161203
2022-01-28,10197.74810161203,10381.420429947308
2022-01-31,10197.74810161203,10451.566918264043
2022-02-01,10197.74810161203,10553.094304089656
2022-02-02,10197.74810161203,10305.044096907006
2022-02-03,10197.74810161203,10353.500557284857
2022-02-04,10197.74810161203,10320.273310407241
2022-02-07,10197.74810161203,10405.187072794051
2022-02-08,10197.74810161203,10557.47850362045
2022-02-09,10197.74810161203,10367.806596100725
2022-02-10,9996.661551854662,10163.366710334965
2022-02-11,9963.979316646357,10130.139463457353
2022-02-14,9963.979316646357,10293.506877968277
2022-02-15,9963.979316646357,10305.044096907006
2022-02-16,9963.979316646357,10084.913762386806
2022-02-17,9899.462024215216,10019.61341303103
2022-02-18,9793.224481625817,9912.086448020971
2022-02-22,9619.505829347594,9736.259344062912
2022-02-23,9764.270909091614,9882.781461243987
2022-02-24,9979.709811528095,10100.83518085633
2022-02-25,9979.709811528095,10074.991923101732
2022-02-28,9827.71611298885,9921.547052051843
2022-03-01,10008.508867204546,10104.065940163633
2022-03-02,9958.68178567366,10053.76313041705
2022-03-03,9877.771282371079,9972.080127337547
2022-03-04,9877.771282371079,9678.111309939108
2022-03-07,9802.880976767054,9604.734766491027
2022-03-08,10065.70425028043,9862.245577704549
2022-03-09,10065.70425028043,9817.712081603291
2022-03-10,10065.70425028043,9692.87928818514
2022-03-11,9992.140831724031,9622.04059489912
2022-03-14,10211.872403903222,9833.633500072812
2022-03-15,10438.312566728711,10051.686515509193
2022-03-16,10568.905587129842,10177.442483611714
2022-03-17,10568.905587129842,10257.048871783358
2022-03-18,10568.905587129842,10254.049786367097
2022-03-21,10568.905587129842,10374.036440824293
2022-03-22,10568.905587129842,10240.435248344555
2022-03-23,10728.225114226978,10394.803294078809
2022-03-24,10728.225114226978,10445.567339079598
2022-03-25,10728.225114226978,10519.867057212045
2022-03-28,10728.225114226978,10650.006520669398
2022-03-29,10728.225114226978,10584.244936059415
2022-03-30,10728.225114226978,10421.339460978652
2022-03-31,10758.630115123371,10450.874713294757
2022-04-01,10758.630115123371,10540.40294075148
2022-04-04,10758.630115123371,10407.263687701905
2022-04-05,10651.050736777637,10303.19774753827
2022-04-06,10704.721042133253,10355.115232762546
2022-04-07,10704.721042133253,10327.426329815176
2022-04-08,10521.752904644616,10150.907020887831
2022-04-11,10482.767388898958,10113.295574479424
2022-04-12,10602.832587966248,10229.128999120907
2022-04-13,10602.832587966248,10101.758355540695
2022-04-14,10607.191829088977,10105.911585356407
2022-04-18,10607.191829088977,10269.04803015225
2022-04-19,10599.326121485978,10261.433071314152
2022-04-20,10599.326121485978,10107.988200264264
2022-04-21,10599.326121485978,9830.633710480588
2022-04-22,10660.776567297666,9887.627600204944
2022-04-25,10352.031676335944,9601.2737416446
2022-04-26,10381.139342687904,9628.270439622685
